text
"As a life long gardener Patrick knows there’s something freakish about the summer he’s living through right now, 2013. Why isn’t it reaching headline news he fumes quietly, laying fresh fruit, vegetables and flowers in front of the Edingthorpe village shop as he he’s done for twenty five years. He’s quietly horrified by the lack of butterflies and come to think of it, the bees too. Where have all the insects and creatures gone my friends? Far far away. It’s a kind of subtle massacre that’s going on he concludes, brewing tea before the day starts. Insidious really. And this damage mostly invisible but it builds up in land and in people; things you just cannot airbrush out of existence. It’s July and gentle breezes cause wheat and barley crops to sway gently in the flat Norfolk fields. Sheppy, Patrick’s sheep dog, played up earlier in the drive back from nearby town North Walsham but he’s dozing peacefully now outside the shop’s front. | © Sarah Guppy"
"“This will kill us one day,” Anna says. “You’d realize that, too. If only you’d let yourself.” | © Dave Novak"
"The quill is growing ratty. The feathers are twisted, clumped, sticky with ink. Frank can’t remember buying it. He runs his fingers through the feathers, gently squeezing, and they catch. He dips it into the inkwell a number of times and scrapes the nub against the side to wipe off the excess. He takes his hat off his head and puts it in a drawer. Reminds himself to breathe. It’s over now, he thinks. Relax. He tries out a smile, and starts writing. | © Benjamin L. Hobson"
Addiction is a terrible thing. I knew all about it when I was eight. That was when I developed my bizarre and unhealthy communion wafer dependency. | © Karl MacDermott
"The shadow of the courthouse clock stood like a new thought above Vaila’s head, but if she was aware of it, it didn’t show. What held her attention more, as she sat cross-legged in the sun, her back against the war memorial and her bare, eight year-old shoulders slowly tanning, was the ant trapped beneath her magnifying glass, heating up far quicker than its inquisitor. | © Gordon Robertson"
"“We’re going to have to tell him eventually, love. One way or another.” | © Natalie Kostecka"
Don’t wait. Do it now. You might not be able to do it later. You never know. Take your time. Think about the consequences first. You can always come back and do it later. | © Paul Beckman
“Are you afraid of it?” | © Martin Hooijmans
"“Mommy when can we have a Doggie?” I have lost count of all the times my kiddos have asked me this question. Every time my heart says “yes very soon”, but my mind asks them to wait for the right time. I try to evade the question and change the course of our conversation to other lucrative subjects like which movie would they like to watch over the weekend, or what candy would they want to add to the grocery list this time. It’s very easy to distract them. But sometimes I give in and we talk about Dogs. Usually it starts with my recital of the basic commandments of owning a dog. And that’s to make sure that they know exactly what they would be getting into. They might think that it’s like picking a toy from the toy store, but they should understand that they can’t put it away in the bin when the playtime is over. It is like bringing a new baby in the world. It’s a big responsibility and commitment for life. It’s like welcoming a new relationship, even while knowing that it’s going to hurt you like crazy when it ends. This inevitable pain which comes with the package sometimes makes me look for excuses. But most of the time the pros make the cons look smaller and manageable. And the child within me makes it 3 to 1 in favor of a doggie pal for the family. | © Deepali Patil"
"The streets are rarely this empty in the run up to Christmas; only a trickle of shoppers get off the Routemaster from Camberwell High Street. I look out from the fourth floor window onto Myatt’s Fields below. I am the last to leave the studio, only the caretaker Ernie, walking up and down the corridors, reassures me there is another living soul in the building. Three million unemployed under Thatcher’s government, the radio says. I switch it off, sling on my coat and walk down the winding steps to the double door exit. | © Susan Carey"
"Just an hour ago Derek’s wife Candy felt normal, her arm snaked under his on the sofa as they watched CNN. Now she was seated next to him in his silver Honda, her head lolling, her eyes shut tight, her teeth clenched when she wasn’t blowing out pockets of air. | © Rob Santana"
"It was the end of a long day and everyone was relieved it was over. The children had tired of the do-gooders from up town and the committee had just about enough of those snotty brats from the bottom of the village, thank you very much. | © Carla Dow"
"To the eye of a visitor in those parts, the gloom outside threatened rain. I know, because I was a visitor in those parts, and when I looked out the window, I saw rain. | © Brian Moore"
"I knew where I was going even before I smelled the moist dirt pelting my face. I was falling, and falling fast and hard. I couldn’t move nor scream for help. I was paralyzed, me, immobilized. Hell wasn’t exactly what I had expected. | © Christina C. Franklin"
"Despite an icy northeast wind huffing across the bay I sneak out after dark, after my mother falls asleep clutching her leather Bible, and I hike up the rutted road to the frosted meadow to stand in mist, my shoes in muck, and toss my echo against the moss-covered fieldstone corners of the burned-out church where Sunday nights in summer for years Father Thomas, that mad handsome priest, would gather us girls in the basement to dye the rose cotton linen cut-outs that the deacon’s daughter, a thin beauty with short white hair and long trim nails, would stitch by hand each folded edge then steam-iron flat so full of starch, stiffening fabric petals, which we silly Sunday school girls curled with quick sharp pulls of a scissor blade, forming clusters of curved petals the younger children assembled with Krazy glue and fuzzy green wire, sometimes adding tissue paper leaves, all of us gladly laboring like factory workers rather than have to color with crayon stubs the robe of Christ again, Christ with his empty hands inviting us to dine, Christ with a shepherd’s staff signaling to another flock of puffy lambs, or naked Christ with a drooping head crowned with blackened thorns, and Lord how we laughed later when we went door to door in groups, visiting the old parishioners, the sick and bittersweet, all the near dead, and we dropped our bikes on the perfect lawns of dull neighbors, agnostics we suspected, hawking our handmade linen roses for a donation, bragging how each petal was hand-cut from a pattern drawn by Father Thomas himself, that mad handsome priest, who personally told the Monsignor to go fornicate himself, saying he was a disgruntled altar boy calling home from a phone booth outside a pub in North Dublin, while I sat half-dressed, sniffing incense, giddy and drunk with sacrament wine stains on my panties, whispering my oath of unholy love while wiggling uncomfortably on the mad priest’s lap, but God he was beautiful with a fine chiseled chin and perfect teeth and a smile that would melt the Madonna, and God he was kind with a slow gentle touch, never harsh or too quick, and Christ how that crafty devil could draw, imitate a rose petal in perfect outline, his sharp pencil slanted just so, the tip barely touching so that he could sketch and drink, and cough without jerking, without ruining the work, or tearing the tissue paper, thin as a membrane, which like a clean skin arrived fresh each Saturday delivered by the dry cleaners, tucked into the crisp black vestment, wrapped around shirt cardboard, pinned to protect the high collar. | © Bob Thurber"
"Stanley leaned to the right, trying his best not to let go of a fart. | © Kristina England"
"It started in the corner of the office, near Susie’s desk. Fifteen minutes later, the peculiar scent was wafting into the executive offices until everyone wished they had removal noses. | © Kristina England"
"It’s amazing what one notices, when one finds out their time for noticing is coming to an end. Like you have spent your entire life walking around with your eyes shaded by a translucent curtain, and then one day, they are reopened like a shot of adrenaline straight to the heart. I wonder if we ever truly see things, even as a child. Like a new born seeing its mother’s breast for the first time. No, I don’t think we ever really care to see anything for what it truly is, until our eyes are awakened by the foresight of never seeing anything again. I think a man born without sight sees more with one simple touch of the hand then we do our entire lives. Sure, I suppose we see a lot, but do we ever stop to realize what we’re seeing? To let it sink in to our over developed alien brains? I think not. We are too busy rushing to our early graves to stop and “listen” to what we are actually seeing. | © Billy Mundane"
"The circumstances that night were more than perfect. Darkness ruled the streets, and they were deserted. The few street lanterns that still functioned during his scouting trip a day earlier had ceased operation since. Nothing stood in the burglar’s way, or so it seemed. He was experienced enough to know that storming into the place might trigger an alarm and a consecutive round trip to a little concrete cell. So, perfect conditions or not, he would be careful. | © Martin Hooijmans"
"The sky was bright blue, the day the whales came. | © Lauren Green"
"As she walked through the tall grasses of the meadow, her elongated shadow following her progress and slicing the sunlit greenery, Marietta stopped for a moment, her eyes scanning the ground below. Her long black hair, dressed hurriedly into a bun, was starting to loosen, and she placed an offending strand behind her ear in a practiced motion just as she spotted her quarry. To the right, partly obscured by a collection of alder saplings, was a nest holding within its hollow a single brown speckled egg. She took a step, stooped down to pick up the warm offering and placed it into the large pocket of her apron. | © Rina Palumbo"
"Tim Murnane had been lying in bed and staring at the ceiling of his hospital room when a strange woman suddenly walked in. A mature, nice-looking lady, she wasn’t a doctor or nurse. She was dressed in her Sunday best–a voluminous skirt, puffy white blouse he could almost see through, and a pill box hat. He hadn’t seen a pill box hat on a woman since Jackie Kennedy was in the White House back when he was a young man. This woman, however, was carrying a Bible, not an elegant purse. | © Donal Mahoney"
"It’s been 33 minutes since the coffee machine blew up at work. My colleagues have begun to partake in the first signs of caffeine withdrawal. I can hear Patricia’s pen tapping erratically on her desk, Nigel is pacing the corridor, and Susan is rocking back and forth. I myself can’t stand the taste of coffee; I actually dislike hot drinks all together, ‘once scalded, twice shy’ I like to say. This whole caffeine craze has escaped me. | © Rebecca Clarke"
"Dr. Johnson signed the patent. He placed a pen down on the desk and reached for a glass of water, but a hand pulled it away. | © Kristina England"
Marl is screwing up his eyes and scratching his bald spot the way he does when he’s thinking up a plan. | © Jude Ellery
"“Martin’s always been impulsive,” she says, as if this is a natural progression of our conversation. It’s not. | © Sandra Crook"
"The strange object revealed on the deep water camera had the whole room aghast. No one could place it. No one could even fathom it. The research team looked at the ghostly image of the mysterious shape. Some murmured that it looked like a building foundation. Some whispered that it was simply a blur. But one thing was on everyone’s mind, yet no one wanted to say it. Just then, the ship’s cook, Jacques, stumbled into the room, drunk on a bottle of cooking sherry. | © Mike MacConnell"
"Karen had fallen behind, and neither she nor any of the other moms on the trip for that matter, seemed overly concerned. She pushed William along and together they took their own path through the zoo instead of the one designed by the daycare staff. It was early on a Tuesday; Karen surmised that they had arrived early enough to have beat the grade school crowds which suited her just fine. “Look, William — tigers!” He cooed as she pointed down into the enclosure. They followed signs toward the lions and went inside the building lined with floor-to-ceiling cages; dozing felines reclined and from beneath shaded eyes watched them pass. As she wheeled her son out the other side, Karen was able to see that the empty cages they had passed were not empty at all; rather, their inhabitants were outside, enjoying the unusually warm spring sun. She regarded the large male cub in the cage next to the exit. “The sun reminds you of home, huh?” she asked. | © AR Neal"
Devlin was one of thirty-two people who answered the newspaper ad for Superhumans— with REAL powers only— wanted for secret society squadron. | © Angel Zapata
"Rain cascaded from a black-but-not-dark sky, swarming our collective mass. It came out of nowhere — a clear day melted, dusked — darkness shrouded the gathering clouds. Drops fell cold, sapped her remaining heat until cheeks shone white and glowed with reflections of the dazzling facade — the moon echoing the sun. I cradled her sleeping head, the pavement’s undulations digging and cutting my knees, and I gave her my breath until she woke. | © Jon Svec"
"From Kassidy’s roof we can see right over the golden domes and green and blue minarets, pink apartment blocks and new shopping malls, all the way down to the sea, which lies as flat and polished as a sheet of turquoise glass. | © Sandra Arnold"
"I have a super power. No, I’m not faster than a speeding bullet, more powerful than a locomotive, or able to leap tall buildings at a single bound. I can neither fly nor become invisible. What I can do is make young women cry. | © Tony Conaway"
"Hall adjusted his coat as the icy wind wrapped around him. His contact was late. The clock on the tower a couple blocks away just finished its eleventh chime. He looked down the street on either side, peering into the slowly growing twilight down Baker Street. Hall checked his pocket, feeling the reassuring weight of his .38. Parker had told him that he should expect the man no later than ten thirty. No good bastard, he thought. I’ve been played. Hall decided to pick up the briefcase; before he had even gotten three steps away from the lamppost, he heard footfalls. | © Mike MacConnell"
"Whitney held up the next flashcard and waited for her son to reply. Patrick’s face transformed into a wide grin as he smiled back at her. He straightened his spine in a proud stance and confidently pointed to the top of his thick head of blond hair, hair that would need a trim soon. “Head, this is my head.” | © Christina C. Franklin"
"Thirsty debated whether to open with the credits rolling over a slow crane shot of an apocalyptically devastated cityscape. Or, maybe the opening should be shot in black and white, like Jack Warner’s Wizard of Oz was b&amp;w till Dorothy stepped into Oz. | © Walter Giersbach"
"Harry stared at the wet ring his glass of Jack Daniels had left on the end table, as a crack of thunder roared in the distance. Marge would have scolded him had she still been alive. But she wasn’t. It had been six months, and he still couldn’t dampen the pain. Every last tear he had was already spent. He wondered how that woman could affect him to such a degree. | © Christina C. Franklin"
"“What? Why you complain? This hotel very cheap, and you complain?” | © Martin Hooijmans"
"Gerda snatched the Polaroid&reg; from the drawer in the white Formica galley kitchen. She flipped the camera open, held it at arm’s length, and crushed the shutter. | © Johanna Miklos"
"My grandfather, Bill Shuster, lied to my grandmother. I guess it runs in the family because I lied too. On a cool September afternoon when the birds fell silent and the grass still needed clipping, my 12-year-old son, James, returned home from school. I was trying to read. | © Katrina Johnston"
"I’d like to go back to the farm that I began my life on. Back to the beautiful mixture in the air of the barn animals, the hay, and the random wild flowers in the fields. Back to the sound of the tractors mowing away in the distance, and the clanking of the riser as it lifts the bales of hay. I’d like to hear the sound of the cows moaning in the busy of the barn, the barn that my grandfather built with his own two callused hands. I close my eyes and recall the adventures we took into the woods to collect as many green crab apples as we could carry to throw into the pond, just to see who could throw the furthest, or make the biggest splash. | © Serina Lewis-Galla"
"Jackie Jackson loved his new home. It fit him like one of the thirty pair of handmade shoes stored in his bedroom closet. Jackie had spent hundreds of hours over eighteen months with designers, architects and contractors converting a twenty acre piece of Florida swamp into the perfect home and retreat.The total cost, two hundred forty million dollars and that didn’t include the thirty million dollars to eradicate every gnat, mosquito and flying insect within a hundred square miles. For the first time in his adult life Jackie did not have to bend over to walk through a door, he could stand up straight indoors and sit on a toilet that wasn’t painful for him. Jackie was special. Jackie was a wide receiver for the Miami Dolphins of the U.S. National Football League and, in most of the world, it just did not get more special than that. He was very rich, famous and very, very talented. However, it was all overshadowed by his love of the game and he truly believed that football was what he was born to do. He was right. | © W.A. Fix"
"The page had been staring back at him for days now, the little cursor stripe blinking its patient interval. This did not even come close to reflecting Chris’ mood at the moment. For the first time in his glorious writing career he was struck with that agitating indecisiveness. The sixth (and final) volume of his best-selling fantasy series was coming to a close and the extremely popular lead character, a farmer’s son who had been set on a marvelous journey through time, was about to meet his demise. The previous sentences had prepared the reader for it. Everybody would know what was coming. All that remained was the sequence of words that would deliver the tragic news, most likely triggering tears amongst the more sensitive readers. This fate had been planned since the very start of the series, yet now that the moment had come, Chris could not follow through with it. Over the years, so much of his soul, of his experiences, had been poured into these pages. Killing his character felt not only like killing his loving child…it felt like killing a part of himself. | © Martin Hooijmans"
"Jimbo dared not dream. He used to, however. | © Martin Hooijmans"
"She was one of those people who entered a room belly first — a quality you might associate with a reluctant, if not particularly shameful concession to the sloth of middle age. It’s a shyly boastful stance that pregnant women can manage to make beautiful; however, for a ten-year-old, it was indicative of a particularly sorry state of affairs. | © Jackie Fisherman"
"“What’re ya doing, Grandpa?” four-year-old Denise asked, skipping happily into her grandparents’ kitchen. | © James Osborne"
"Solitude has a voice, and that voice is replenishment for the soul, invigorating hearts and minds, setting spirits free. | © Dawn Munro"
"The plane had a smooth take-off, but Abbey still clutched the armrest of her seat as she looked out the window to see houses grow smaller and clouds envelope the plane. She glanced at the person sitting near the aisle with an empty seat between them, but could only see rich black hair that belonged to a male hunched over a laptop. | © Elaine Kaye"
"He closed the gate behind him and cast one final glance at his girlfriend, staring at him from behind another series of bars that served as the second line of defense. It felt to him as if he was literally in a prison, only able to look at her, and nothing else. No touch. The public did not allow it, which weighed heavily here. It weighed heavily on them. As always when he said goodbye for the night, he could see it in her eyes. The anxiety to fly into his arms, the lust to rip the clothes from his body. But it could not be. | © Martin Hooijmans"
"Her wide, bloodshot eyes looked up at him, full of fear, asking for mercy. All he felt was power. His boot, crushing a set of tender fingers, was all that kept her from plummeting into the depths. | © Martin Hooijmans"
The lights flickered. | © Christine-Marie L. Dixon
"It was twenty minutes into the lesson and Mrs Miller was sat at the front of the class, perched upon her old, creaky wooden desk. Her long, lifeless hair ran down her face as she read aloud an excerpt from ‘Of Mice And Men’. | © Matthew Morris"
It was just after dark when Clara came to me. | © Caroline Cutting
"“I have always felt that the view that I was wicked or bad was unfair. Rather, I would say I was firm, sensitive of my honour if you will. I have never been prepared to accept insults from anyone, no matter how grand they might be. That had given me a certain, shall we say, reputation but so what? | © Robert Carlysle"
"I walked there. Two miles of climbing to the top of the moors. Autumn had arrived with fury from the north. I liked to walk on windy days, they freshened my mind and invigorated my thoughts. | © Elisha Gabriel"
"You and I go to this exclusive show at the museum. One interactive exhibit is a camera which will age your image by fifty years. It costs five nonrefundable dollars. It looks like a photo booth narrower than a confessional. I didn’t want to try it but go first. I demand your five dollars, which you give. After five bright snaps of coma the camera is printing a time traveler. What we didn’t know was that a photo collection is pre-programmed to appear as a backdrop, with one image as fill-in background. There I am, 80 years old. The computer program describes my face as an ancient rancher. It’s all there: my dirty Wrangler jeans, work boots, buttoned-to-the-collar work shirt, even my ragged bandana. The program has mistaken my glasses for dark-lensed wind goggles, but the face is mine. Even the hair grown to a tangled wiry silver hanging limp to the shoulders is somehow mine. The Dorothea Lange dust bowl landscape spreads behind me. We both look. I remember sliding it in my wallet. You don’t ask for your money back. | © Genelle Chaconas"
"Karima woke with a start. She looked at the calendar, smiled, and jumped out of bed, pushing her stuffed dog aside. She ran into the living room, her padded socks plunking the floor. | © Kristina England"
“Make your pick.” | © Martin Hooijmans
"Charlie wished the front door ahead of him would never grow bigger, as dragging feet led him to what he believed to be his doom. His body still ached from the last visit, insisting that he turn around and run. The crumpled newspaper cutting in his hand told him, however, that he had nothing to fear. | © Martin Hooijmans"
His hands shook as he poured the whisky and some sloshed over the cup’s rim onto his fingers. Dzinski set the cup and bottle down on the table between them. | © Craig Towsley
"Kuroda lost his sister in a car crash outside of their Tokyo prep school yesterday. Her uniform, her clean pressed white shirt, was smudged with grease from the car and dirt from the street, scratched and torn. Rain continued to fall hard, rivulets weaving across the concrete, pooling around the crowd and the young girl. Her body was soaked as he watched the ambulance take her to the morgue, dripping like the pieces of paper that had fallen out of her leather bag, which he gathered. | © Ben White"
